期間平均室外溫度(°),降水量(mm),日照時數(hour),期間平均太陽輻射量(kW/m²)
27.5,0.5,5.6,5.433
28.2,0.0,7.9,5.944
28.6,0.0,7.6,5.442
28.9,0.0,8.1,5.619
28.9,0.0,8.6,5.958
29.3,0.0,8.6,5.989
29.9,0.0,4.8,5.108
30.2,0.0,9.1,6.542
29.6,0.0,9.4,6.061
29.8,0.0,10.8,6.353
30.3,0.0,8.3,5.842
29.9,0.0,6.8,5.069
29.7,0.0,9.1,5.928
29.9,0.0,7.8,5.694
29.9,0.0,7.2,5.161
30.1,0.0,9.7,6.328
29.3,0.0,2.8,3.747
28.8,0.5,4.8,3.775
29.6,0.0,9.9,5.864
30.2,0.0,9.3,6.022
30.1,0.0,8.0,5.75
29.5,0.0,8.8,5.55
28.0,0.0,9.3,5.931
27.1,T,0.0,0.731
27.6,T,0.0,1.583
26.2,13.0,0.1,1.467
27.2,T,2.4,3.65
27.4,4.0,2.1,3.914
27.8,0.0,9.5,5.781
27.6,0.0,5.1,4.292
27.5,0.0,8.7,5.103
27.2,0.0,8.9,5.381
27.6,0.0,8.7,5.319
27.4,0.0,8.1,5.211
26.6,0.0,0.6,2.825
26.0,T,0.0,1.894
25.7,T,0.0,1.561
26.6,0.0,0.1,2.303
27.2,0.0,8.3,5.253
27.2,0.0,7.4,5.069
26.0,0.0,5.1,4.794
26.9,0.0,9.2,5.503
27.0,0.0,9.1,4.981
27.3,0.0,7.9,4.783
27.4,0.0,7.6,4.733
27.2,0.0,8.9,5.133
26.7,0.0,8.1,4.914
26.6,0.0,8.1,4.819
26.2,0.0,8.5,4.722
26.0,0.0,8.2,5.175
26.2,0.0,9.2,4.981
26.6,0.0,9.8,4.986
26.5,0.0,9.3,4.858
26.3,0.0,9.6,5.003
26.7,0.0,9.9,5.097
27.3,0.0,10.3,4.989
27.9,0.0,9.5,4.994
26.3,0.0,3.8,3.325
26.1,0.0,10.2,4.878
26.6,0.0,7.4,4.242
28.0,0.0,9.7,4.9
26.0,0.0,9.8,4.681
24.4,0.0,6.5,4.35
22.5,0.0,8.1,4.678
22.6,0.0,5.8,4.231
23.8,0.0,10.2,4.783
24.1,0.0,5.2,3.803
19.6,0.0,2.9,3.303
19.0,0.0,9.6,4.772
20.3,0.0,10.2,4.75
21.8,0.0,9.1,4.714
22.8,0.0,10.2,4.942
23.1,0.0,10.2,4.836
23.1,0.0,10.1,4.758
22.9,0.0,10.1,4.728
22.4,0.0,10.0,4.592
22.2,0.0,9.5,4.325
22.8,0.0,5.9,3.703
23.5,0.0,7.5,4.097
25.2,T,3.2,3.289
23.9,0.0,2.6,3.2
21.1,0.0,2.9,2.775
20.8,0.0,7.9,4.15
21.3,0.0,0.0,2.267
22.3,T,0.7,2.731
22.4,0.0,7.4,4.136
21.7,0.0,3.4,3.561
22.2,0.0,9.1,4.142
22.7,0.0,7.5,3.825
24.3,0.0,9.0,4.322
25.5,0.0,9.5,4.275
25.9,0.0,3.3,2.956
25.2,T,7.8,3.739
23.3,0.0,8.2,4.028
23.8,0.0,6.4,3.6
24.9,0.0,8.6,4.119
21.4,0.0,9.8,4.353
17.5,T,1.6,2.864
20.4,0.0,8.1,4.2
21.4,0.0,2.2,3.156
17.5,7.0,0.0,1.586
15.1,T,0.1,1.867
13.4,0.0,3.4,3.206
16.5,T,0.0,1.656
16.7,0.0,7.8,4.164
15.9,0.0,9.6,4.369
17.5,0.0,0.4,2.517
20.2,T,0.0,1.994
19.6,5.5,0.0,1.297
19.8,0.0,9.3,4.403
19.6,2.5,0.5,1.3
21.7,0.0,9.4,4.433
19.1,0.0,4.6,3.553
19.2,0.0,5.5,3.764
18.5,0.0,8.5,4.369
17.3,0.0,9.2,4.433
19.0,0.0,9.7,4.453
19.2,0.0,7.1,3.944
18.9,0.0,5.6,3.478
18.9,0.0,4.9,3.697
19.9,0.0,4.8,3.689
18.9,0.0,9.7,4.489
16.8,0.0,9.7,4.461
18.6,0.0,10.0,4.597
19.6,0.0,10.0,4.564
20.0,0.0,9.8,4.519
19.5,0.0,10.1,4.753
19.1,0.0,8.3,4.444
20.2,0.0,9.9,4.697
21.0,0.0,4.1,3.539
22.5,0.0,9.3,4.656
21.6,0.0,8.4,4.464
19.7,0.0,8.8,4.617
16.4,0.0,4.8,3.736
10.6,T,0.6,1.686
13.4,0.0,2.4,3.428
15.2,0.0,5.6,3.617
15.7,0.0,9.6,4.711
16.6,0.0,8.0,4.667
16.7,0.0,7.0,4.453
18.2,0.0,9.5,4.911
20.3,T,8.0,4.517
22.4,0.0,9.8,4.828
23.0,0.0,10.2,4.981
22.4,0.0,9.2,4.869
21.3,0.0,0.9,3.331
21.5,T,0.6,2.15
20.8,T,2.6,3.197
20.0,0.0,5.6,4.383
18.8,0.0,5.0,4.208
17.4,T,5.2,4.439
15.2,1.5,6.5,4.747
16.1,0.0,3.1,3.886
17.6,0.0,10.2,5.458
17.7,0.0,10.5,5.667
19.0,0.0,10.8,5.733
22.0,0.0,10.7,5.686
23.4,0.0,7.8,4.942
19.6,0.0,8.6,5.444
20.0,0.0,9.7,5.528
23.7,0.0,10.1,5.75
25.4,0.0,8.1,5.722
26.1,0.0,10.6,5.833
26.2,0.0,11.0,6.064
24.7,0.0,10.7,5.956
21.9,0.0,10.8,6.0
21.2,0.0,9.2,5.575
19.6,0.0,9.6,5.692
17.6,0.0,2.1,3.931
17.8,0.0,3.1,3.233
20.2,0.0,9.8,5.753
21.8,0.0,8.6,5.675
16.7,0.0,0.2,2.056
14.2,T,0.0,0.944
18.2,0.0,10.2,5.981
22.2,0.0,7.1,5.217
26.5,0.0,9.3,5.656
25.3,0.0,9.7,5.661
17.6,2.5,0.0,1.394
18.1,0.0,8.7,5.603
17.3,T,2.4,3.694
17.6,T,2.6,3.192
19.9,T,4.7,4.139
20.8,0.0,11.0,6.75
21.3,0.0,8.4,5.744
20.9,T,5.6,4.142
21.7,0.0,10.0,6.022
23.6,0.0,10.1,5.822
25.0,0.0,10.2,6.086
22.5,0.0,5.4,5.028
20.1,0.0,6.9,5.428
20.4,0.0,10.4,6.569
21.3,0.0,10.1,6.175
23.4,0.0,7.2,5.392
26.4,0.0,9.3,6.025
27.0,0.0,9.1,6.325
27.2,0.0,10.0,6.619
26.4,0.0,7.7,5.831
24.8,0.0,6.8,5.933
26.3,0.0,5.0,4.678
26.3,0.0,4.4,4.706
26.7,T,7.0,5.331
27.3,0.0,6.0,5.564
26.5,6.5,6.5,5.347
27.6,0.0,10.0,6.647
28.1,0.0,10.9,7.003
27.7,0.0,11.2,7.072
26.4,0.0,9.6,6.642
26.4,0.0,5.7,5.386
27.3,T,7.0,6.081
27.3,T,3.7,4.517
24.3,0.0,1.8,3.978
24.7,T,5.6,5.197
26.3,0.0,9.7,6.222
26.9,0.0,10.0,6.039
27.6,0.0,8.8,6.047
28.2,0.0,10.7,6.783
27.6,0.0,8.8,5.831
27.3,0.0,9.2,6.356
27.6,0.0,9.5,6.667
28.4,0.0,6.9,5.814
27.7,0.0,9.0,6.553
28.2,0.0,11.2,7.117
28.9,0.0,9.7,7.006
28.8,0.0,5.9,5.758
28.6,T,1.7,3.569
27.2,2.5,0.1,1.85
24.5,72.0,0.1,1.461
23.9,47.5,0.1,0.539
25.1,4.5,0.2,1.833
25.4,17.0,0.5,2.953
27.6,T,7.4,5.764
27.8,1.0,9.1,6.769
