期間平均室外溫度(°),降水量(mm),日照時數(hour),期間平均太陽輻射量(kW/m²)
30.8,0.0,10.8,7.056
30.4,0.5,8.6,5.747
29.4,1.0,6.1,5.1
28.9,10.5,7.9,6.358
28.7,26.0,3.7,3.736
27.9,17.0,0.0,1.739
28.3,13.0,0.0,1.508
29.8,T,4.1,4.042
27.7,31.0,4.6,3.589
27.3,0.5,0.0,2.689
27.1,5.0,0.4,2.608
27.5,0.0,8.6,6.042
27.6,0.0,11.9,7.256
28.2,0.0,9.9,6.897
28.9,0.0,8.2,5.778
29.2,0.0,7.8,5.906
29.1,0.0,7.0,5.161
28.9,0.5,6.7,5.189
29.4,0.0,9.0,5.925
29.3,0.0,7.2,4.881
29.2,15.0,8.7,5.075
30.0,0.0,10.4,6.597
30.0,0.0,6.5,4.964
29.7,0.0,5.2,3.944
30.1,0.0,10.3,6.208
30.2,0.0,10.3,6.353
30.6,0.0,11.1,6.6
29.9,0.0,11.2,6.486
29.7,14.5,11.0,6.272
28.5,18.0,6.5,4.883
29.7,0.0,9.8,6.364
29.0,2.0,6.9,5.464
29.0,0.0,10.1,5.922
27.9,4.5,5.1,4.353
26.6,T,1.4,1.864
25.2,4.5,0.0,0.722
26.4,21.0,0.0,0.617
26.9,26.0,1.2,2.533
27.5,1.0,3.5,4.203
27.3,9.5,0.3,3.031
25.5,12.0,0.2,3.136
25.2,0.5,2.4,3.925
24.5,0.0,0.6,3.133
24.3,0.0,0.3,2.836
25.5,0.0,7.2,4.853
25.2,0.0,3.0,4.036
24.2,T,0.0,1.583
24.4,0.0,4.3,4.2
25.2,0.0,6.6,4.781
25.2,0.0,5.3,4.906
27.4,0.0,9.0,5.156
28.0,0.0,9.3,5.389
25.0,2.0,0.0,1.317
21.9,T,0.0,0.95
23.7,T,0.3,2.797
25.8,0.0,4.3,4.111
26.5,0.0,4.2,3.658
26.3,0.0,10.3,5.453
26.4,0.0,9.0,4.833
24.0,T,0.0,1.564
22.0,6.0,0.0,0.886
22.9,T,0.0,1.408
24.2,0.0,5.0,4.347
23.9,T,2.5,3.147
25.1,0.0,7.0,4.008
26.7,0.0,7.9,4.961
26.1,0.0,8.0,4.453
26.9,0.0,10.4,5.111
27.0,0.0,10.3,4.853
25.9,0.0,7.6,4.114
23.2,0.0,5.7,4.175
25.8,0.0,8.8,4.606
26.9,0.0,8.5,4.358
25.2,0.5,4.1,2.733
22.4,T,0.4,2.411
21.1,2.0,0.0,1.375
18.3,T,0.0,0.797
19.2,0.5,0.0,0.808
20.9,T,5.3,3.592
20.8,9.0,1.4,2.244
16.8,0.5,4.5,2.897
16.3,0.0,8.5,4.311
18.7,0.0,10.2,4.714
21.0,0.0,6.7,3.972
23.0,0.0,9.6,4.533
23.6,0.0,8.8,4.522
22.5,0.0,10.3,4.586
20.4,0.5,0.0,0.889
20.0,T,0.1,1.922
20.1,2.5,0.1,1.542
21.5,T,1.5,2.533
22.1,0.0,9.7,4.467
23.5,T,0.5,1.981
20.1,1.5,0.0,0.933
16.9,8.0,0.0,1.072
17.7,T,0.6,1.742
19.2,T,0.2,1.794
19.6,61.5,0.0,0.633
19.2,T,0.0,0.517
18.5,6.0,0.0,0.228
19.2,0.0,9.5,4.158
21.3,0.0,9.1,4.008
22.0,0.0,6.6,3.714
24.1,0.0,9.1,4.05
25.6,0.0,5.3,3.797
20.9,T,0.1,1.603
20.8,T,2.6,3.167
23.8,0.0,9.8,4.233
24.1,0.0,5.5,3.336
16.5,T,0.0,1.35
13.6,T,0.0,0.692
19.5,T,4.7,3.244
18.5,T,0.0,0.789
16.0,T,0.0,0.822
12.1,T,0.0,0.256
11.5,T,0.0,0.408
15.0,2.5,0.1,1.933
14.5,2.0,0.0,0.906
14.8,0.0,5.7,3.425
19.1,0.0,8.6,4.139
20.2,2.0,2.3,2.644
19.4,6.0,0.0,0.925
19.7,T,0.0,1.064
20.0,1.0,3.2,2.994
18.7,0.0,4.4,2.553
17.3,0.0,0.7,2.528
19.4,0.0,8.9,3.883
15.7,5.0,0.0,0.336
16.3,0.0,0.0,1.442
17.8,0.0,8.2,3.8
18.3,0.0,6.3,3.711
17.9,0.0,0.0,1.639
18.9,T,1.7,2.578
18.6,2.5,0.2,1.289
16.2,T,0.3,0.742
15.0,0.0,9.8,4.372
16.6,0.0,9.3,4.131
18.4,0.0,10.1,4.428
20.6,0.0,9.8,4.383
16.9,4.5,0.4,0.603
17.4,T,1.9,2.692
21.1,0.0,4.9,3.636
20.4,0.0,7.4,4.228
21.1,0.0,9.8,4.539
20.2,T,2.0,2.589
15.4,9.0,0.0,1.158
13.5,0.5,0.0,1.181
9.0,11.0,0.0,0.253
10.9,0.0,0.0,0.753
11.7,2.5,0.0,0.269
13.3,0.0,0.0,1.272
14.0,0.5,0.0,0.489
13.7,0.5,0.0,1.386
18.7,1.5,7.6,4.489
18.5,T,1.3,2.142
20.9,0.0,6.5,3.597
22.4,0.0,7.9,4.408
20.1,0.0,0.0,1.336
19.9,T,2.7,3.589
20.1,T,1.9,2.994
16.7,1.0,0.0,1.339
16.1,T,0.1,1.472
15.7,16.0,0.3,1.7
13.6,13.0,0.0,0.892
12.4,12.5,0.0,0.664
14.1,0.0,0.0,2.4
15.5,0.0,10.5,5.511
18.5,0.0,10.3,5.456
18.6,0.0,9.7,5.389
19.4,0.0,10.6,5.433
20.4,0.0,7.7,4.675
16.0,0.0,0.0,1.442
18.9,T,7.1,4.964
21.4,0.0,10.2,5.417
24.2,0.0,8.2,5.031
24.8,0.0,5.7,4.319
24.6,0.0,5.8,3.975
20.4,0.0,1.6,2.944
15.5,T,0.2,2.228
16.0,0.0,0.9,2.272
13.4,T,0.0,1.511
13.1,T,0.0,0.675
14.2,T,0.0,0.903
17.4,T,4.3,4.089
17.7,0.5,5.0,4.333
12.3,11.5,0.0,0.564
11.9,7.5,0.0,0.619
14.3,T,1.0,1.503
18.3,0.0,6.8,4.644
23.1,0.0,7.6,4.625
17.7,3.0,0.0,0.544
14.1,11.5,0.0,0.631
14.5,0.0,5.6,4.311
14.2,T,0.0,1.483
17.3,T,0.0,1.961
17.2,23.0,0.3,1.203
18.3,2.0,10.9,6.675
18.7,0.0,6.6,5.244
20.0,T,1.2,3.069
19.1,0.5,0.0,0.931
20.4,0.0,0.2,2.458
21.8,0.0,6.7,5.139
17.9,0.0,5.7,4.889
15.4,4.5,0.7,1.111
16.6,0.0,8.9,5.931
19.2,0.0,7.2,5.9
21.8,0.0,5.3,5.272
24.1,1.0,8.1,5.4
25.8,0.0,6.7,5.406
26.1,0.0,2.9,3.892
20.2,2.0,0.0,1.517
20.4,0.0,3.4,4.528
24.8,T,4.1,4.008
24.1,0.0,5.9,5.092
24.0,2.5,1.3,2.531
23.5,35.0,1.8,2.708
23.7,1.5,2.2,4.342
26.6,0.5,7.6,5.967
28.1,0.0,7.2,5.075
25.3,4.5,1.9,3.114
20.6,T,0.1,1.889
21.5,1.0,1.4,2.633
21.9,4.0,0.8,3.947
22.3,19.5,0.0,1.036
19.0,1.0,0.0,0.783
21.6,5.5,0.0,1.397
24.4,0.0,4.7,4.878
25.6,0.0,2.9,4.369
26.1,0.0,3.5,4.847
26.3,T,1.3,3.089
27.9,0.0,6.1,5.181
27.3,T,3.1,3.692
27.4,T,5.3,4.372
23.3,76.0,0.0,1.633
25.1,1.0,2.4,3.8
26.4,5.0,4.1,4.406
26.7,0.0,4.4,5.0
26.5,0.5,0.2,1.761
26.8,2.0,1.3,2.736
21.3,46.5,0.0,1.222
23.5,10.5,0.0,2.392
23.9,29.5,3.0,2.375
25.3,0.5,1.6,3.447
26.4,1.0,3.0,3.55
28.9,0.0,10.2,6.914
27.7,4.5,6.1,4.794
