"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","最大瞬間風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)"
"11","1011.7","1014.8","1013.1","2023/05/11 09:31:00","1010.7","2023/05/11 02:34:00","23.3","25.8","2023/05/11 13:36:00","20.7","2023/05/11 03:57:00","19.6","80","63","2023/05/11 14:06:00","2.0","20","7.0","70","2023/05/11 12:38:00","0.0","0.0","0.0","--","0.0","--","0.9","6.8","12.62","13.2","3.5","7","2023/05/11 12:00:00","9.8"
"12","1010.8","1013.9","1012.2","2023/05/12 08:27:00","1009.4","2023/05/12 15:50:00","23.4","27.0","2023/05/12 10:17:00","21.4","2023/05/12 05:46:00","20.6","85","66","2023/05/12 10:17:00","2.0","320","6.3","360","2023/05/12 15:18:00","5.0","2.6","1.5","2023/05/12 18:01:00","4.5","2023/05/12 18:01:00","0.1","0.8","11.21","12.0","-1.5","7","2023/05/12 11:00:00","10.0"
"13","1010.4","1013.5","1012.1","2023/05/13 08:41:00","1008.8","2023/05/13 17:18:00","22.0","22.7","2023/05/13 00:01:00","21.0","2023/05/13 22:57:00","19.7","87","76","2023/05/13 17:05:00","1.5","10","5.3","360","2023/05/13 11:59:00","1.0","1.9","0.5","2023/05/13 00:43:00","0.5","2023/05/13 00:43:00","0.0","0.0","3.03","13.6","3.0","2","2023/05/13 11:00:00","10.0"
"14","1008.1","1011.2","1010.0","2023/05/14 08:38:00","1006.3","2023/05/14 16:15:00","22.3","24.0","2023/05/14 13:38:00","20.4","2023/05/14 05:10:00","19.2","83","71","2023/05/14 11:31:00","1.4","30","5.8","20","2023/05/14 12:18:00","T","0.5","T","2023/05/14 12:39:00","T","2023/05/14 12:39:00","0.0","0.0","7.74","10.0","-1.5","4","2023/05/14 11:00:00","10.0"
"15","1007.2","1010.3","1008.7","2023/05/15 09:09:00","1005.5","2023/05/15 15:19:00","23.8","27.8","2023/05/15 15:20:00","20.4","2023/05/15 05:13:00","17.6","69","49","2023/05/15 12:09:00","1.6","200","5.5","30","2023/05/15 13:52:00","0.0","0.0","0.0","--","0.0","--","3.5","26.3","16.37","17.0","4.0","8","2023/05/15 13:00:00","9.2"
"16","1006.8","1009.9","1008.3","2023/05/16 09:03:00","1005.2","2023/05/16 15:58:00","26.4","30.0","2023/05/16 13:18:00","23.2","2023/05/16 00:23:00","18.5","62","44","2023/05/16 21:07:00","3.1","150","12.3","150","2023/05/16 13:30:00","0.0","0.0","0.0","--","0.0","--","8.3","62.2","24.99","30.0","7.0","11","2023/05/16 13:00:00","6.0"
"17","1005.3","1008.4","1007.2","2023/05/17 06:30:00","1003.1","2023/05/17 16:18:00","27.4","31.5","2023/05/17 11:48:00","24.3","2023/05/17 05:27:00","21.4","70","55","2023/05/17 10:30:00","2.2","200","9.7","190","2023/05/17 00:50:00","0.0","0.0","0.0","--","0.0","--","7.8","58.4","25.05","25.0","-6.1","12","2023/05/17 12:00:00","5.2"
"18","1002.2","1005.2","1004.2","2023/05/18 00:01:00","1000.0","2023/05/18 14:58:00","29.2","34.3","2023/05/18 14:09:00","24.7","2023/05/18 01:48:00","22.9","70","49","2023/05/18 14:09:00","3.9","220","16.7","240","2023/05/18 18:27:00","4.5","0.7","3.5","2023/05/18 22:52:00","4.0","2023/05/18 22:43:00","5.3","39.6","17.78","24.0","-5.6","8","2023/05/18 14:00:00","7.0"
"19","1006.4","1009.5","1008.7","2023/05/19 22:42:00","1002.8","2023/05/19 01:19:00","23.8","28.0","2023/05/19 00:38:00","22.1","2023/05/19 15:24:00","22.1","90","76","2023/05/19 00:45:00","2.9","220","11.9","230","2023/05/19 00:38:00","17.0","8.7","1.0","2023/05/19 08:42:00","5.0","2023/05/19 08:50:00","0.0","0.0","2.08","9.8","-1.5","1","2023/05/19 15:00:00","10.0"
"20","1007.5","1010.6","1008.8","2023/05/20 08:55:00","1006.5","2023/05/20 16:01:00","23.5","24.6","2023/05/20 17:59:00","22.1","2023/05/20 09:17:00","22.2","92","86","2023/05/20 05:51:00","1.7","50","4.6","10","2023/05/20 09:29:00","25.0","6.8","5.0","2023/05/20 08:38:00","17.0","2023/05/20 08:22:00","0.0","0.0","3.73","10.6","0.0","3","2023/05/20 11:00:00","10.0"
"21","1006.3","1009.4","1008.0","2023/05/21 08:32:00","1004.8","2023/05/21 16:26:00","26.0","29.8","2023/05/21 13:00:00","23.6","2023/05/21 02:37:00","23.7","87","70","2023/05/21 12:54:00","1.6","200","6.1","310","2023/05/21 16:56:00","1.0","0.4","1.0","2023/05/21 15:31:00","1.0","2023/05/21 15:31:00","1.2","9.0","12.99","10.0","-2.4","6","2023/05/21 12:00:00","10.0"
"22","1003.4","1006.4","1008.5","2023/05/22 22:33:00","1000.5","2023/05/22 14:02:00","27.3","33.8","2023/05/22 15:08:00","20.3","2023/05/22 23:45:00","22.2","76","49","2023/05/22 12:05:00","4.0","240","17.2","260","2023/05/22 12:05:00","24.5","3.8","3.0","2023/05/22 20:41:00","8.5","2023/05/22 22:40:00","3.3","24.6","15.42","23.0","-7.0","9","2023/05/22 12:00:00","9.0"
"23","1009.2","1012.3","1010.6","2023/05/23 22:09:00","1007.5","2023/05/23 01:41:00","21.4","22.2","2023/05/23 15:50:00","20.1","2023/05/23 00:47:00","17.0","76","67","2023/05/23 15:46:00","3.6","30","11.4","350","2023/05/23 06:10:00","7.5","1.8","2.5","2023/05/23 00:10:00","7.0","2023/05/23 00:01:00","0.0","0.0","4.22","10.0","-2.1","3","2023/05/23 13:00:00","10.0"
"24","1007.9","1011.0","1009.5","2023/05/24 21:28:00","1006.7","2023/05/24 16:00:00","23.9","26.6","2023/05/24 10:19:00","20.5","2023/05/24 02:57:00","19.9","79","66","2023/05/24 09:32:00","1.5","170","5.9","190","2023/05/24 16:10:00","2.5","1.3","1.5","2023/05/24 18:50:00","2.0","2023/05/24 18:46:00","0.3","2.2","8.80","16.0","-0.6","5","2023/05/24 10:00:00","10.0"
"25","1009.9","1013.0","1011.0","2023/05/25 08:02:00","1008.7","2023/05/25 02:07:00","24.2","27.0","2023/05/25 12:14:00","22.7","2023/05/25 04:39:00","22.7","91","80","2023/05/25 12:15:00","1.4","20","6.0","360","2023/05/25 14:33:00","0.5","1.4","0.5","2023/05/25 07:47:00","0.5","2023/05/25 07:47:00","0.9","6.7","12.46","12.2","-4.2","8","2023/05/25 14:00:00","9.2"
"26","1009.6","1012.7","1010.9","2023/05/26 08:32:00","1008.5","2023/05/26 16:36:00","26.7","28.8","2023/05/26 08:14:00","23.5","2023/05/26 03:10:00","23.1","81","70","2023/05/26 08:12:00","2.3","360","8.5","350","2023/05/26 13:22:00","0.0","0.0","0.0","--","0.0","--","11.0","81.6","26.63","13.8","7.0","11","2023/05/26 12:00:00","3.2"
"27","1008.6","1011.7","1009.6","2023/05/27 08:48:00","1007.5","2023/05/27 16:33:00","26.8","29.8","2023/05/27 10:15:00","25.2","2023/05/27 04:18:00","20.6","69","56","2023/05/27 09:52:00","2.9","110","11.5","140","2023/05/27 13:07:00","0.0","0.0","0.0","--","0.0","--","12.4","91.8","28.85","21.0","8.0","11","2023/05/27 12:00:00","1.8"
"28","1006.8","1009.8","1007.9","2023/05/28 00:01:00","1005.3","2023/05/28 16:26:00","27.6","30.9","2023/05/28 13:13:00","24.7","2023/05/28 05:01:00","23.2","77","66","2023/05/28 13:12:00","2.4","90","10.5","90","2023/05/28 12:25:00","0.0","0.0","0.0","--","0.0","--","7.0","51.8","22.35","30.0","-6.0","11","2023/05/28 12:00:00","4.6"
"29","1004.5","1007.6","1006.7","2023/05/29 00:01:00","1003.0","2023/05/29 13:59:00","27.5","29.4","2023/05/29 10:18:00","26.0","2023/05/29 02:58:00","24.8","85","71","2023/05/29 10:19:00","3.5","30","12.0","60","2023/05/29 14:25:00","T","0.5","T","2023/05/29 04:02:00","T","2023/05/29 04:02:00","4.6","34.1","20.00","20.0","-5.5","11","2023/05/29 13:00:00","6.6"
"30","1001.2","1004.2","1003.9","2023/05/30 00:01:00","999.1","2023/05/30 17:07:00","26.8","27.9","2023/05/30 10:08:00","26.3","2023/05/30 03:35:00","25.6","93","88","2023/05/30 10:08:00","4.1","30","10.5","360","2023/05/30 15:29:00","1.5","1.0","1.0","2023/05/30 23:28:00","1.5","2023/05/30 23:12:00","0.7","5.2","12.12","9.6","-2.7","6","2023/05/30 13:00:00","9.8"
"31","997.7","1000.8","999.6","2023/05/31 00:01:00","996.4","2023/05/31 17:28:00","25.9","26.7","2023/05/31 06:29:00","23.4","2023/05/31 19:23:00","25.1","96","94","2023/05/31 07:45:00","5.9","360","18.0","350","2023/05/31 14:36:00","34.0","3.3","10.0","2023/05/31 19:10:00","17.5","2023/05/31 18:56:00","0.0","0.0","5.29","6.4","-3.8","4","2023/05/31 12:00:00","10.0"
