"觀測時間(day)","測站氣壓(hPa)","重力位高度(gpm)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","最大瞬間風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"10","902.1","1520.5","903.7","2023/05/10 22:16:00","901.1","2023/05/10 03:32:00","18.2","21.0","2023/05/10 14:35:00","16.5","2023/05/10 06:16:00","17.8","98","88","2023/05/10 14:40:00","0.5","320","3.2","10","2023/05/10 12:56:00","0.0","0.0","0.0","--","0.0","--","0.8","6.1","8.31","13.0","1.8","6","2023/05/10 11:00:00","9.2","20.7","20.9","21.0","21.4","21.9","22.5","22.7"
"11","903.3","1532.9","904.6","2023/05/11 09:19:00","901.9","2023/05/11 02:45:00","18.6","22.1","2023/05/11 10:55:00","16.4","2023/05/11 03:31:00","17.8","95","77","2023/05/11 10:51:00","0.6","160","3.2","260","2023/05/11 15:46:00","0.0","0.0","0.0","--","0.0","--","0.4","3.0","7.96","17.0","-1.0","8","2023/05/11 11:00:00","10.0","20.5","20.7","20.7","21.1","21.6","22.2","22.5"
"12","903.3","1533.9","904.8","2023/05/12 08:56:00","902.0","2023/05/12 16:08:00","19.2","23.1","2023/05/12 12:16:00","16.3","2023/05/12 21:42:00","18.6","97","79","2023/05/12 13:21:00","0.7","320","5.2","170","2023/05/12 21:11:00","4.0","3.5","1.0","2023/05/12 20:36:00","2.0","2023/05/12 19:43:00","0.2","1.5","10.62","14.8","-1.2","7","2023/05/12 11:00:00","10.0","21.3","21.0","21.2","21.2","21.6","22.1","22.4"
"13","902.1","1522.0","903.6","2023/05/13 09:24:00","900.9","2023/05/13 16:53:00","19.0","21.5","2023/05/13 12:33:00","17.2","2023/05/13 05:22:00","18.4","97","87","2023/05/13 13:52:00","0.8","90","3.8","160","2023/05/13 05:52:00","T","0.3","T","2023/05/13 16:12:00","T","2023/05/13 16:12:00","0.0","0.0","6.99","17.0","-1.0","5","2023/05/13 13:00:00","10.0","21.1","20.9","21.1","21.3","21.7","22.1","22.2"
"14","900.4","1505.4","901.6","2023/05/14 08:34:00","899.5","2023/05/14 04:06:00","18.2","20.2","2023/05/14 11:35:00","16.0","2023/05/14 23:32:00","18.1","99","91","2023/05/14 23:59:00","0.9","300","8.0","170","2023/05/14 19:22:00","1.0","7.1","0.5","2023/05/14 19:34:00","0.5","2023/05/14 19:34:00","0.0","0.0","3.62","4.6","-0.5","3","2023/05/14 12:00:00","10.0","20.2","20.6","20.7","21.0","21.5","22.0","22.1"
"15","900.3","1503.8","901.5","2023/05/15 09:43:00","899.1","2023/05/15 15:50:00","19.0","23.5","2023/05/15 12:10:00","16.0","2023/05/15 01:45:00","17.0","88","68","2023/05/15 12:13:00","0.8","320","4.2","260","2023/05/15 00:49:00","0.5","0.4","0.5","2023/05/15 00:21:00","0.5","2023/05/15 00:21:00","0.5","3.8","11.94","30.0","1.3","8","2023/05/15 13:00:00","10.0","20.8","20.3","20.4","20.6","21.1","21.7","22.1"
"16","900.0","1504.6","901.3","2023/05/16 22:14:00","898.8","2023/05/16 15:13:00","20.8","26.8","2023/05/16 11:48:00","17.7","2023/05/16 01:24:00","19.4","92","65","2023/05/16 11:38:00","0.7","280","4.0","250","2023/05/16 15:42:00","0.0","0.0","0.0","--","0.0","--","2.6","19.5","17.42","22.0","2.2","12","2023/05/16 12:00:00","7.8","22.4","21.3","21.5","21.2","21.6","21.7","21.9"
"17","899.9","1506.3","900.9","2023/05/17 21:56:00","898.6","2023/05/17 16:31:00","21.9","26.9","2023/05/17 11:27:00","18.8","2023/05/17 04:52:00","20.4","92","67","2023/05/17 11:32:00","0.8","290","5.3","310","2023/05/17 11:27:00","0.0","0.0","0.0","--","0.0","--","3.1","23.3","15.16","23.0","-4.6","9","2023/05/17 12:00:00","6.0","23.7","22.3","22.4","22.1","22.4","22.1","21.9"
"18","899.5","1502.1","900.7","2023/05/18 10:14:00","897.8","2023/05/18 15:47:00","21.9","26.0","2023/05/18 13:58:00","20.0","2023/05/18 00:44:00","20.7","93","75","2023/05/18 13:59:00","1.2","230","11.8","210","2023/05/18 15:59:00","25.0","1.9","6.0","2023/05/18 18:20:00","10.0","2023/05/18 18:01:00","1.4","10.5","10.31","26.0","-1.5","5","2023/05/18 10:00:00","8.8","23.4","22.4","22.5","22.4","22.7","22.4","22.0"
"19","900.2","1507.0","901.8","2023/05/19 22:29:00","898.6","2023/05/19 01:38:00","20.3","25.0","2023/05/19 10:18:00","17.7","2023/05/19 18:51:00","19.5","95","77","2023/05/19 09:09:00","1.3","320","8.8","160","2023/05/19 14:00:00","80.0","8.4","11.5","2023/05/19 14:47:00","31.5","2023/05/19 13:05:00","2.0","15.0","6.58","18.0","-0.6","5","2023/05/19 10:00:00","4.3","21.2","21.4","21.5","22.0","22.4","22.6","22.1"
"20","901.1","1516.2","902.7","2023/05/20 22:41:00","899.7","2023/05/20 03:31:00","21.3","26.3","2023/05/20 12:28:00","19.0","2023/05/20 13:31:00","19.9","92","72","2023/05/20 12:20:00","1.0","230","8.7","300","2023/05/20 13:12:00","25.0","1.9","10.5","2023/05/20 13:12:00","21.5","2023/05/20 13:10:00","3.5","26.2","13.86","20.0","-2.8","7","2023/05/20 10:00:00","7.2","21.6","21.3","21.4","21.3","21.7","22.2","22.2"
"21","901.5","1521.4","902.8","2023/05/21 09:01:00","900.1","2023/05/21 14:53:00","22.1","27.5","2023/05/21 14:18:00","19.4","2023/05/21 03:18:00","19.8","87","70","2023/05/21 10:31:00","0.9","180","12.6","160","2023/05/21 15:11:00","0.5","1.0","0.5","2023/05/21 16:17:00","0.5","2023/05/21 15:30:00","2.9","21.6","15.43","30.0","-1.0","10","2023/05/21 11:00:00","8.4","22.8","22.0","22.1","21.9","22.2","22.2","22.1"
"22","900.1","1508.1","901.1","2023/05/22 00:16:00","898.9","2023/05/22 16:37:00","22.5","27.4","2023/05/22 13:55:00","19.9","2023/05/22 02:19:00","20.6","90","71","2023/05/22 13:35:00","1.0","290","6.3","250","2023/05/22 15:06:00","1.5","0.3","1.5","2023/05/22 21:42:00","1.5","2023/05/22 21:42:00","1.4","10.4","12.85","30.0","-0.5","7","2023/05/22 14:00:00","9.2","23.4","22.3","22.4","22.2","22.6","22.5","22.2"
"23","899.7","1503.5","901.0","2023/05/23 22:09:00","897.8","2023/05/23 01:40:00","21.0","25.3","2023/05/23 12:58:00","18.8","2023/05/23 03:22:00","20.7","98","82","2023/05/23 12:41:00","1.5","190","8.6","240","2023/05/23 02:25:00","25.0","3.5","7.5","2023/05/23 02:27:00","15.5","2023/05/23 02:18:00","0.8","6.0","11.91","16.0","-1.2","9","2023/05/23 12:00:00","9.7","22.5","22.3","22.5","22.4","22.8","22.7","22.2"
"24","901.2","1516.8","902.7","2023/05/24 20:06:00","899.9","2023/05/24 03:39:00","20.7","24.9","2023/05/24 11:40:00","19.6","2023/05/24 05:23:00","20.5","99","87","2023/05/24 11:41:00","0.9","300","5.1","260","2023/05/24 00:25:00","T","0.2","T","2023/05/24 12:04:00","T","2023/05/24 12:04:00","0.2","1.5","7.00","10.0","-1.2","7","2023/05/24 12:00:00","9.7","22.5","22.4","22.6","22.6","22.9","22.8","22.3"
"25","902.9","1534.5","904.1","2023/05/25 22:00:00","901.4","2023/05/25 02:31:00","22.3","28.1","2023/05/25 14:12:00","19.3","2023/05/25 02:01:00","21.0","93","70","2023/05/25 14:55:00","0.9","310","6.1","250","2023/05/25 16:35:00","0.0","0.0","0.0","--","0.0","--","4.4","32.8","17.50","26.0","2.8","9","2023/05/25 14:00:00","7.6","23.7","22.6","22.8","22.5","22.8","22.8","22.4"
"26","903.0","1536.2","904.6","2023/05/26 08:48:00","901.5","2023/05/26 16:34:00","22.0","26.3","2023/05/26 13:06:00","19.6","2023/05/26 03:09:00","21.0","95","78","2023/05/26 12:52:00","0.8","330","3.7","330","2023/05/26 14:44:00","T","0.9","T","2023/05/26 14:11:00","T","2023/05/26 14:11:00","1.0","7.4","10.73","28.0","-1.6","6","2023/05/26 13:00:00","7.2","23.0","22.7","22.9","22.8","23.2","22.9","22.4"
"27","901.2","1518.4","902.4","2023/05/27 09:35:00","900.2","2023/05/27 16:18:00","21.7","25.4","2023/05/27 11:41:00","19.5","2023/05/27 23:22:00","20.9","96","79","2023/05/27 11:48:00","0.9","200","4.5","240","2023/05/27 14:16:00","0.0","0.0","0.0","--","0.0","--","0.6","4.5","9.88","11.0","3.1","6","2023/05/27 12:00:00","10.0","23.4","22.8","22.9","22.8","23.2","23.0","22.5"
"28","899.4","1502.5","900.5","2023/05/28 06:03:00","898.1","2023/05/28 16:14:00","23.0","29.7","2023/05/28 14:01:00","18.3","2023/05/28 05:11:00","19.8","84","59","2023/05/28 12:22:00","0.8","160","3.9","260","2023/05/28 05:32:00","0.0","0.0","0.0","--","0.0","--","10.5","78.1","28.01","30.0","3.1","12","2023/05/28 12:00:00","1.2","24.9","23.1","23.4","23.0","23.2","23.0","22.5"
"29","896.4","1475.6","899.0","2023/05/29 00:01:00","895.0","2023/05/29 16:45:00","23.9","29.2","2023/05/29 11:25:00","20.4","2023/05/29 04:12:00","21.7","88","66","2023/05/29 09:45:00","0.9","350","4.5","360","2023/05/29 05:48:00","0.0","0.0","0.0","--","0.0","--","6.6","49.1","22.60","26.0","5.3","11","2023/05/29 11:00:00","4.0","25.6","24.1","24.3","23.8","24.0","23.5","22.6"
"30","892.1","1434.6","895.1","2023/05/30 00:01:00","889.8","2023/05/30 16:17:00","24.9","30.2","2023/05/30 13:59:00","20.3","2023/05/30 05:06:00","22.7","88","54","2023/05/30 06:46:00","1.0","180","4.0","350","2023/05/30 01:16:00","0.0","0.0","0.0","--","0.0","--","6.3","46.8","21.12","25.0","4.0","11","2023/05/30 11:00:00","5.4","26.6","24.9","25.0","24.5","24.6","23.9","22.8"
"31","889.8","1410.9","890.9","2023/05/31 09:26:00","888.7","2023/05/31 15:47:00","22.6","26.2","2023/05/31 14:21:00","21.2","2023/05/31 23:49:00","22.3","98","82","2023/05/31 11:28:00","0.7","190","4.7","180","2023/05/31 21:52:00","8.5","0.9","5.5","2023/05/31 15:05:00","8.5","2023/05/31 14:54:00","1.3","9.7","9.68","14.0","-1.3","7","2023/05/31 14:00:00","9.3","25.1","24.5","24.7","24.6","24.8","24.3","23.0"
