期間平均室外溫度(°),降水量(mm),日照時數(hour),期間平均太陽輻射量(kW/m²)
29.0,3.5,0.7,3.294
29.2,2.5,1.6,3.997
29.6,T,2.3,4.9
28.2,12.5,1.1,2.883
28.1,22.0,0.6,1.292
27.9,22.0,1.6,2.964
27.2,59.5,0.7,2.758
26.8,19.5,0.6,2.133
28.9,5.5,5.2,5.778
29.5,1.5,7.4,6.603
29.0,1.0,4.0,4.581
28.7,18.5,3.5,3.306
28.0,25.0,1.2,2.35
25.7,26.0,0.0,0.769
25.4,17.5,0.2,1.311
26.7,5.5,3.8,3.989
28.3,2.5,8.5,6.319
29.4,0.5,11.8,7.608
29.6,0.0,10.9,7.236
29.8,0.0,11.0,7.058
28.4,2.5,4.3,4.025
29.1,T,9.5,7.042
29.4,0.0,7.8,5.825
29.0,0.0,10.9,7.439
28.9,0.0,9.8,6.764
28.7,13.0,3.9,3.917
27.4,70.5,0.0,2.142
27.7,13.5,1.5,3.967
29.8,T,9.3,6.425
29.0,0.5,9.0,6.153
28.3,0.0,8.4,5.406
27.3,3.0,0.0,1.497
25.7,122.5,0.0,0.522
25.7,102.0,0.0,0.986
27.1,18.0,4.7,3.967
26.3,14.0,0.0,1.169
28.1,0.0,10.6,6.553
27.8,T,6.7,5.072
27.2,T,1.7,3.211
27.4,0.0,8.4,5.936
27.6,T,7.4,5.533
26.7,0.0,2.4,3.8
25.9,0.0,1.9,3.122
26.4,0.0,2.0,3.942
26.1,T,0.3,2.619
26.7,T,1.0,3.472
26.5,T,3.0,3.578
26.7,T,5.9,4.556
26.6,0.0,8.3,6.022
26.5,0.0,6.9,4.797
26.7,T,3.9,4.128
27.5,0.0,10.0,5.867
27.6,0.0,10.4,5.95
27.2,0.0,7.1,5.189
26.8,T,5.4,4.422
25.4,T,0.6,2.822
26.2,0.0,8.7,5.664
26.2,T,7.9,5.106
26.3,T,8.5,5.344
26.4,0.0,8.5,4.839
27.1,0.0,9.5,5.392
27.0,0.0,9.7,5.386
27.4,0.0,10.7,5.719
27.4,0.0,9.5,5.386
26.8,T,6.1,3.639
26.3,T,5.9,4.483
26.4,0.0,10.6,5.556
26.8,0.0,10.3,5.606
27.8,T,7.1,4.608
26.5,T,4.1,3.425
26.1,T,9.4,5.272
24.2,0.0,9.7,5.419
23.8,0.0,5.5,4.042
24.3,T,6.3,4.406
24.2,4.0,3.2,3.05
21.5,T,3.8,4.019
21.1,0.0,10.0,5.333
22.2,0.0,10.4,5.361
23.7,T,9.9,5.281
24.1,T,9.3,4.8
24.3,0.0,8.2,4.5
23.7,0.0,8.6,4.75
24.3,T,9.1,5.039
23.4,T,9.1,5.083
23.9,0.0,9.9,5.325
24.8,0.0,3.1,3.4
23.8,T,3.8,3.594
24.8,0.0,0.7,2.328
25.8,0.0,7.2,4.539
23.8,0.0,6.4,4.561
23.3,0.0,6.1,4.136
24.4,T,1.5,2.6
24.9,T,1.8,3.075
24.0,0.0,2.8,2.556
24.2,0.0,9.3,4.483
23.0,0.0,6.7,4.403
23.7,0.0,4.1,3.211
25.2,0.0,4.1,3.172
25.5,T,4.4,4.156
26.2,T,8.2,4.519
25.2,T,7.9,4.1
24.9,0.0,9.3,4.778
25.2,0.5,6.5,4.167
25.5,T,8.3,4.75
23.0,T,0.4,2.461
20.6,0.0,5.7,4.264
22.7,T,7.2,4.314
24.4,T,1.7,3.047
20.8,T,0.0,1.256
20.0,T,0.9,2.439
17.7,T,1.5,2.861
19.0,T,0.0,1.431
20.8,T,1.9,2.975
19.9,0.0,8.6,4.375
21.2,0.0,1.7,3.169
23.3,0.0,4.4,4.031
23.7,T,0.5,2.372
24.1,0.0,7.4,4.083
24.2,T,1.5,2.767
24.2,0.0,6.6,4.186
21.2,0.0,2.5,3.272
22.0,T,1.7,2.842
21.5,T,6.7,3.958
20.0,0.0,9.2,4.936
21.3,0.0,7.5,4.292
21.6,T,5.9,4.292
21.5,T,0.9,2.75
22.1,0.0,3.2,3.139
22.4,T,1.0,1.703
21.2,T,6.5,3.761
19.4,0.0,8.1,4.644
20.8,0.0,9.7,4.894
21.0,T,6.0,4.219
22.2,0.0,9.8,5.056
22.2,T,6.9,4.15
19.9,0.5,3.2,2.994
21.2,1.0,4.3,3.367
23.2,T,3.4,3.703
23.6,0.0,0.9,2.694
23.9,0.0,5.2,3.631
21.9,T,8.7,5.481
21.1,0.0,9.5,5.286
17.5,0.0,0.7,2.194
17.4,0.0,6.2,4.819
19.3,0.0,3.2,3.256
19.5,0.0,3.3,2.897
20.6,0.0,3.5,2.717
20.5,0.0,6.0,4.369
21.3,8.0,4.9,4.078
23.5,1.0,7.8,4.997
23.9,0.0,4.0,3.289
24.1,0.0,8.1,4.844
24.1,0.0,8.4,5.272
24.4,T,2.3,3.281
24.8,T,1.5,3.278
24.1,T,8.4,5.311
23.4,0.0,7.4,4.711
23.4,T,4.1,3.411
21.3,T,1.5,2.703
20.6,T,1.2,2.483
19.2,T,0.8,2.875
20.3,0.0,7.7,5.483
20.9,0.0,8.3,5.567
21.9,0.0,9.5,5.978
23.2,T,10.4,5.858
23.9,0.0,6.8,4.511
22.1,5.0,1.7,3.283
22.7,T,3.6,3.556
24.5,T,6.9,5.708
25.5,0.0,7.8,5.306
25.2,0.0,5.6,4.167
25.7,0.0,9.2,6.347
25.5,0.0,8.7,6.019
23.4,0.0,8.4,6.386
23.2,0.0,9.5,6.211
22.4,T,5.7,5.583
21.3,0.0,6.5,5.492
21.5,0.0,4.9,4.753
23.0,0.0,10.0,6.261
24.8,0.0,10.0,6.2
20.8,T,0.2,2.836
19.6,0.0,3.4,4.283
21.3,0.0,5.0,4.244
23.6,0.0,8.3,5.325
26.2,T,7.7,5.664
25.7,0.0,7.3,5.525
21.4,0.0,0.9,3.097
19.9,T,3.9,4.736
18.7,T,2.0,3.125
20.3,T,1.2,3.692
23.3,T,4.0,4.353
21.7,0.0,7.0,6.164
21.7,0.0,10.0,6.489
22.1,T,5.0,4.258
23.3,0.0,6.6,5.656
25.1,0.0,10.8,6.303
24.4,T,4.6,3.667
23.3,12.5,6.2,5.028
22.6,0.0,2.6,3.531
20.2,0.0,6.3,5.383
20.7,0.0,11.0,6.883
23.4,0.0,10.1,6.297
26.1,0.0,7.4,5.936
26.8,0.0,7.3,5.581
27.1,0.0,9.0,6.294
26.1,T,6.2,4.939
24.6,0.0,10.8,7.064
26.2,0.0,4.2,4.572
26.0,0.0,3.9,4.453
26.2,0.0,7.0,5.433
27.1,0.0,9.9,6.831
26.4,0.0,9.2,6.792
27.2,0.0,7.6,5.45
28.1,0.0,9.0,6.889
27.7,0.0,11.8,7.308
27.5,0.0,11.4,7.3
27.6,0.0,11.3,7.142
28.0,0.0,5.5,5.392
27.9,0.0,8.5,6.303
25.3,0.0,6.7,5.903
25.7,0.0,3.3,4.464
26.4,T,2.8,2.964
26.8,T,5.2,4.367
26.9,T,2.9,3.697
28.1,0.0,7.6,5.836
27.9,0.0,9.0,6.225
27.5,0.0,6.1,5.169
27.6,0.0,7.0,5.869
27.4,T,4.0,4.567
27.5,0.0,11.2,7.544
27.6,0.0,9.8,6.453
28.6,0.0,10.1,6.881
28.8,0.0,10.7,7.253
28.4,0.0,3.8,4.697
27.7,6.5,4.5,4.061
25.3,16.0,0.4,1.483
25.4,39.0,1.5,3.339
24.9,14.0,0.4,1.622
27.3,3.0,6.5,5.275
28.0,0.0,11.4,7.117
28.4,0.0,11.6,7.389
