期間平均室外溫度(°),降水量(mm),日照時數(hour),期間平均太陽輻射量(kW/m²)
14.0,0.0,0.0,1.653
17.1,0.0,3.2,2.756
19.2,0.5,2.6,2.672
19.4,6.5,0.1,1.286
19.3,4.0,0.0,0.989
20.5,0.0,0.8,2.019
18.9,T,5.1,2.428
16.3,0.0,0.0,0.714
17.9,0.0,5.2,3.181
16.3,0.0,2.2,1.347
15.6,0.0,0.0,1.417
17.9,0.0,8.2,3.839
18.6,0.0,9.4,3.817
17.2,T,0.0,0.533
18.0,0.0,1.3,2.239
19.9,T,6.0,3.514
16.4,T,1.0,1.019
13.4,0.0,0.2,2.036
16.2,0.0,6.6,3.45
18.0,0.0,3.9,2.892
18.5,0.0,7.7,3.919
17.2,11.5,2.3,1.539
15.4,7.5,0.0,0.406
18.5,T,4.1,2.972
19.2,0.0,9.9,4.275
20.1,0.0,9.2,4.089
20.7,0.0,7.0,3.758
16.3,1.5,0.0,0.922
14.1,4.0,0.0,1.025
9.8,7.0,0.0,0.597
10.3,T,0.0,0.364
12.2,T,0.0,0.536
13.6,0.0,0.0,1.342
14.4,T,0.0,0.95
13.9,2.0,0.0,0.678
17.0,4.5,0.3,2.103
19.3,0.0,7.4,3.906
21.2,0.0,5.4,3.689
22.1,0.0,8.1,4.456
20.6,1.0,0.0,1.167
20.6,1.5,2.6,3.136
20.5,8.0,0.0,1.339
18.1,0.5,0.0,0.853
16.4,7.0,0.0,0.594
17.3,3.5,0.0,1.322
14.7,19.5,0.0,1.033
14.1,7.0,0.0,1.797
13.8,0.0,0.0,1.431
15.0,0.0,10.1,5.261
16.8,0.0,5.8,4.431
18.6,0.0,9.7,5.156
19.1,0.0,10.5,5.208
20.5,T,9.0,5.008
17.8,T,0.8,2.236
20.3,T,4.6,3.922
21.9,0.0,6.5,4.383
22.9,0.0,8.7,5.097
23.8,0.0,4.3,3.517
24.3,0.0,8.3,5.031
21.3,4.0,2.3,2.231
16.5,T,0.0,1.4
16.9,0.5,0.1,1.733
14.6,T,0.0,0.722
13.7,T,0.0,0.761
14.9,1.0,0.0,0.9
18.5,T,3.7,3.811
19.6,2.0,4.5,3.706
14.0,2.0,0.0,0.928
12.3,5.0,0.0,0.581
14.4,T,0.0,0.942
19.3,0.0,9.8,5.272
22.3,0.0,7.8,4.486
17.8,T,0.0,0.803
15.3,1.5,0.0,0.744
13.8,0.5,0.2,1.531
13.1,T,0.0,0.703
16.3,T,0.0,1.742
18.1,3.5,0.2,1.386
17.7,0.5,11.2,6.342
17.1,0.0,1.1,2.042
18.4,0.0,1.3,2.433
19.0,T,0.0,2.056
20.9,0.0,3.2,3.978
21.6,T,7.3,5.233
17.5,2.5,0.0,1.025
17.2,1.0,3.0,4.339
15.8,0.0,7.7,5.964
17.5,0.0,6.9,5.453
20.2,0.0,7.8,5.614
22.6,0.0,6.5,5.075
24.3,0.0,7.9,5.761
24.9,0.0,9.1,6.2
20.2,T,3.1,2.425
18.9,0.0,0.0,1.583
22.5,0.0,4.7,3.944
22.3,0.0,0.5,2.114
22.2,T,2.3,2.772
23.1,11.0,2.3,3.55
23.2,T,6.6,5.508
24.5,0.0,10.0,6.756
26.1,0.0,8.3,5.986
25.8,T,4.3,5.028
21.1,T,0.0,0.847
21.8,T,0.0,0.986
22.8,3.5,0.2,2.122
23.8,T,1.8,3.508
19.7,2.0,0.0,0.911
20.6,1.0,0.0,0.956
22.9,0.0,6.2,5.325
24.6,T,1.8,3.472
25.1,0.0,3.3,3.964
26.0,0.0,8.9,6.078
26.7,2.0,2.6,2.969
26.4,5.5,1.6,3.075
26.7,0.0,6.0,5.019
23.3,3.0,0.9,2.492
23.6,0.0,0.2,1.619
25.9,0.0,7.1,6.078
26.1,0.0,4.0,4.75
26.0,0.0,1.1,2.397
25.4,T,0.5,2.186
21.4,18.0,0.0,0.767
22.9,3.0,0.1,2.322
23.5,3.5,2.7,2.336
24.7,T,0.5,3.411
25.3,T,1.7,2.792
27.0,0.0,9.0,6.692
27.6,3.5,7.0,5.703
